,gameid,run_total,venue_name,home_team,away_team,game_date,status,temp,weather_category,division,league
4983,287084,12,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2011-04-15,Final,61,partly cloudy,AL_west,AL
4984,287085,7,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2011-04-15,Final,48,partly cloudy,NL_east,NL
4985,287086,7,Nationals Park,Washington Nationals,Milwaukee Brewers,2011-04-15,Final,56,clear,NL_east,NL
4986,287087,7,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2011-04-15,Final,72,dome,AL_east,AL
4987,287089,7,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,2011-04-15,Final,61,cloudy,NL_central,NL
4988,287090,6,Minute Maid Park,Houston Astros,San Diego Padres,2011-04-15,Final,79,clear,AL_west,AL
4989,287091,11,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2011-04-15,Final,45,drizzle,AL_central,AL
4990,287092,7,Chase Field,Arizona Diamondbacks,San Francisco Giants,2011-04-15,Final,85,clear,NL_west,NL
4991,287093,13,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,2011-04-15,Final,77,partly cloudy,NL_west,NL
4992,287094,8,Yankee Stadium,New York Yankees,Texas Rangers,2011-04-15,Final,47,cloudy,AL_east,AL
4993,287095,13,Fenway Park,Boston Red Sox,Toronto Blue Jays,2011-04-15,Final,39,clear,AL_east,AL
4994,287096,9,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,2011-04-16,Final,39,overcast,AL_central,AL
4995,287097,11,Progressive Field,Cleveland Indians,Baltimore Orioles,2011-04-16,Final,55,cloudy,AL_central,AL
4996,287098,11,Coors Field,Colorado Rockies,Chicago Cubs,2011-04-16,Final,65,partly cloudy,NL_west,NL
4997,287099,8,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2011-04-16,Final,63,partly cloudy,AL_west,AL
4998,287102,7,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2011-04-16,Final,72,dome,AL_east,AL
4999,287103,6,Turner Field,Atlanta Braves,New York Mets,2011-04-16,Final,64,partly cloudy,NL_east,NL
5000,287104,13,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,2011-04-16,Final,50,cloudy,NL_central,NL
5001,287105,8,Minute Maid Park,Houston Astros,San Diego Padres,2011-04-16,Final,82,clear,AL_west,AL
5002,287106,7,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2011-04-16,Final,46,sunny,AL_central,AL
5003,287107,8,Chase Field,Arizona Diamondbacks,San Francisco Giants,2011-04-16,Final,91,clear,NL_west,NL
5004,287108,11,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,2011-04-16,Final,78,partly cloudy,NL_west,NL
5005,287109,7,Yankee Stadium,New York Yankees,Texas Rangers,2011-04-16,Final,46,cloudy,AL_east,AL
5006,287110,5,Fenway Park,Boston Red Sox,Toronto Blue Jays,2011-04-16,Final,45,cloudy,AL_east,AL
5007,287111,6,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,2011-04-17,Final,55,partly cloudy,AL_central,AL
5008,287112,6,Progressive Field,Cleveland Indians,Baltimore Orioles,2011-04-17,Final,48,partly cloudy,AL_central,AL
5009,287113,14,Coors Field,Colorado Rockies,Chicago Cubs,2011-04-17,Final,68,cloudy,NL_west,NL
5010,287114,6,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2011-04-17,Final,60,cloudy,AL_west,AL
5011,287115,5,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2011-04-17,Final,58,sunny,NL_east,NL
5012,287116,12,Nationals Park,Washington Nationals,Milwaukee Brewers,2011-04-17,Final,57,sunny,NL_east,NL
5013,287117,6,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2011-04-17,Final,72,dome,AL_east,AL
5014,287118,5,Turner Field,Atlanta Braves,New York Mets,2011-04-17,Final,66,sunny,NL_east,NL
5015,287119,13,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,2011-04-17,Final,60,sunny,NL_central,NL
5016,287120,14,Minute Maid Park,Houston Astros,San Diego Padres,2011-04-17,Final,81,sunny,AL_west,AL
5017,287121,5,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2011-04-17,Final,67,overcast,AL_central,AL
5018,287122,11,Chase Field,Arizona Diamondbacks,San Francisco Giants,2011-04-17,Final,74,roof closed,NL_west,NL
5019,287123,3,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,2011-04-17,Final,77,sunny,NL_west,NL
5020,287124,11,Yankee Stadium,New York Yankees,Texas Rangers,2011-04-17,Final,57,cloudy,AL_east,AL
5021,287125,9,Fenway Park,Boston Red Sox,Toronto Blue Jays,2011-04-17,Final,57,partly cloudy,AL_east,AL
5022,287126,8,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,2011-04-18,Final,91,clear,AL_west,AL
5023,287127,6,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,2011-04-18,Final,63,partly cloudy,NL_west,NL
5024,287128,5,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2011-04-18,Final,72,dome,AL_east,AL
5025,287129,10,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2011-04-18,Final,57,overcast,AL_central,AL
5026,287130,11,Safeco Field,Seattle Mariners,Detroit Tigers,2011-04-18,Final,50,roof closed,AL_west,AL
5027,287131,9,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,2011-04-18,Final,63,partly cloudy,NL_east,NL
5028,287132,8,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2011-04-18,Final,67,partly cloudy,AL_east,AL
5029,287133,12,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,2011-04-18,Final,72,cloudy,NL_central,NL
5030,287134,1,Wrigley Field,Chicago Cubs,San Diego Padres,2011-04-18,Final,34,cloudy,NL_central,NL
5031,287135,9,Coors Field,Colorado Rockies,San Francisco Giants,2011-04-18,Final,54,cloudy,NL_west,NL
5032,287136,10,Fenway Park,Boston Red Sox,Toronto Blue Jays,2011-04-18,Final,49,partly cloudy,AL_east,AL
5033,287137,19,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,2011-04-19,Final,70,cloudy,AL_west,AL
5034,287138,9,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,2011-04-19,Final,74,cloudy,NL_central,NL
5035,287139,11,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,2011-04-19,Final,63,partly cloudy,NL_west,NL
5036,287140,5,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2011-04-19,Final,58,partly cloudy,AL_west,AL
5037,287141,3,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2011-04-19,Final,72,dome,AL_east,AL
5038,287142,9,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2011-04-19,Final,45,overcast,AL_central,AL
5039,287143,16,Safeco Field,Seattle Mariners,Detroit Tigers,2011-04-19,Final,51,partly cloudy,AL_west,AL
5040,287144,7,Citi Field,New York Mets,Houston Astros,2011-04-19,Final,51,cloudy,NL_east,NL
5041,287145,9,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,2011-04-19,Final,56,cloudy,NL_east,NL
5042,287146,11,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2011-04-19,Final,62,cloudy,AL_east,AL
5043,287147,11,Rogers Centre,Toronto Blue Jays,New York Yankees,2011-04-19,Final,68,roof closed,AL_east,AL
5044,287148,6,Land Shark Stadium,Miami Marlins,Pittsburgh Pirates,2011-04-19,Final,82,partly cloudy,NL_east,NL
5045,287150,9,Coors Field,Colorado Rockies,San Francisco Giants,2011-04-19,Final,56,partly cloudy,NL_west,NL
5046,287152,5,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,2011-04-20,Final,62,cloudy,AL_west,AL
5047,287153,4,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,2011-04-20,Final,50,cloudy,NL_central,NL
5048,287154,7,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,2011-04-20,Final,63,partly cloudy,NL_west,NL
5049,287155,8,Oakland Coliseum,Oakland Athletics,Boston Red Sox,2011-04-20,Final,62,rain,AL_west,AL
5050,287156,5,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2011-04-20,Final,72,dome,AL_east,AL
5051,287157,12,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2011-04-20,Final,56,partly cloudy,AL_central,AL
5052,287158,5,Safeco Field,Seattle Mariners,Detroit Tigers,2011-04-20,Final,48,cloudy,AL_west,AL
5053,287159,7,Citi Field,New York Mets,Houston Astros,2011-04-20,Final,54,cloudy,NL_east,NL
5054,287160,7,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,2011-04-20,Final,62,partly cloudy,NL_east,NL
5055,287161,9,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2011-04-20,Final,83,partly cloudy,AL_east,AL
5056,287162,8,Rogers Centre,Toronto Blue Jays,New York Yankees,2011-04-20,Final,68,roof closed,AL_east,AL
5057,287163,6,Land Shark Stadium,Miami Marlins,Pittsburgh Pirates,2011-04-20,Final,81,partly cloudy,NL_east,NL
5058,287164,3,Wrigley Field,Chicago Cubs,San Diego Padres,2011-04-20,Final,42,cloudy,NL_central,NL
5059,287165,12,Coors Field,Colorado Rockies,San Francisco Giants,2011-04-20,Final,47,partly cloudy,NL_west,NL
5060,287166,8,Busch Stadium,St. Louis Cardinals,Washington Nationals,2011-04-20,Final,52,cloudy,NL_central,NL
5061,287167,11,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,2011-04-21,Final,51,partly cloudy,NL_central,NL
5062,287168,8,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,2011-04-21,Final,64,cloudy,NL_west,NL
5063,287169,6,Angel Stadium of Anaheim,Los Angeles Angels,Boston Red Sox,2011-04-21,Final,62,partly cloudy,AL_west,AL
5064,287170,11,Tropicana Field,Tampa Bay Rays,Chicago White Sox,2011-04-21,Final,72,dome,AL_east,AL
5065,287171,5,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2011-04-21,Final,54,cloudy,AL_central,AL
5066,287172,10,Citi Field,New York Mets,Houston Astros,2011-04-21,Final,51,partly cloudy,NL_east,NL
5067,287173,4,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2011-04-21,Final,62,partly cloudy,AL_east,AL
5068,287174,1,Safeco Field,Seattle Mariners,Oakland Athletics,2011-04-21,Final,51,roof closed,AL_west,AL
5069,287175,3,PETCO Park,San Diego Padres,Philadelphia Phillies,2011-04-21,Final,63,partly cloudy,NL_west,NL
5070,287176,14,Land Shark Stadium,Miami Marlins,Pittsburgh Pirates,2011-04-21,Final,80,partly cloudy,NL_east,NL
5071,287177,5,Busch Stadium,St. Louis Cardinals,Washington Nationals,2011-04-21,Final,51,partly cloudy,NL_central,NL
5072,287178,5,Citi Field,New York Mets,Arizona Diamondbacks,2011-04-22,Final,45,cloudy,NL_east,NL
5073,287179,5,AT&T Park,San Francisco Giants,Atlanta Braves,2011-04-22,Final,54,cloudy,NL_west,NL
5074,287180,7,Angel Stadium of Anaheim,Los Angeles Angels,Boston Red Sox,2011-04-22,Final,63,partly cloudy,AL_west,AL
5075,287181,12,Comerica Park,Detroit Tigers,Chicago White Sox,2011-04-22,Final,41,rain,AL_central,AL
5076,287182,6,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,2011-04-22,Final,72,partly cloudy,NL_central,NL
5077,287184,5,Land Shark Stadium,Miami Marlins,Colorado Rockies,2011-04-22,Final,80,partly cloudy,NL_east,NL
5078,287185,21,Miller Park,Milwaukee Brewers,Houston Astros,2011-04-22,Final,61,roof closed,NL_central,NL
5079,287186,17,Rangers Ballpark in Arlington,Texas Rangers,Kansas City Royals,2011-04-22,Final,89,partly cloudy,AL_west,AL
5080,287187,14,Wrigley Field,Chicago Cubs,Los Angeles Dodgers,2011-04-22,Final,41,cloudy,NL_central,NL
5081,287189,4,Safeco Field,Seattle Mariners,Oakland Athletics,2011-04-22,Final,54,partly cloudy,AL_west,AL
5082,287190,2,PETCO Park,San Diego Padres,Philadelphia Phillies,2011-04-22,Final,63,partly cloudy,NL_west,NL
5083,287191,10,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2011-04-22,Final,68,roof closed,AL_east,AL
5084,287193,10,Citi Field,New York Mets,Arizona Diamondbacks,2011-04-23,Final,52,cloudy,NL_east,NL
5085,287194,7,AT&T Park,San Francisco Giants,Atlanta Braves,2011-04-23,Final,56,cloudy,NL_west,NL
5086,287195,5,Angel Stadium of Anaheim,Los Angeles Angels,Boston Red Sox,2011-04-23,Final,64,clear,AL_west,AL
5087,287196,9,Comerica Park,Detroit Tigers,Chicago White Sox,2011-04-23,Final,72,sunny,AL_central,AL
5088,287197,8,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,2011-04-23,Final,62,overcast,NL_central,NL
5089,287198,13,Target Field,Minnesota Twins,Cleveland Indians,2011-04-23,Final,43,overcast,AL_central,AL
5090,287199,4,Land Shark Stadium,Miami Marlins,Colorado Rockies,2011-04-23,Final,81,partly cloudy,NL_east,NL
5091,287200,15,Miller Park,Milwaukee Brewers,Houston Astros,2011-04-23,Final,66,roof closed,NL_central,NL
5092,287201,4,Rangers Ballpark in Arlington,Texas Rangers,Kansas City Royals,2011-04-23,Final,87,cloudy,AL_west,AL
5093,287202,18,Wrigley Field,Chicago Cubs,Los Angeles Dodgers,2011-04-23,Final,63,sunny,NL_central,NL
5094,287203,18,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,2011-04-23,Final,70,partly cloudy,AL_east,AL
5095,287204,10,Safeco Field,Seattle Mariners,Oakland Athletics,2011-04-23,Final,65,clear,AL_west,AL
5096,287205,6,PETCO Park,San Diego Padres,Philadelphia Phillies,2011-04-23,Final,66,clear,NL_west,NL
5097,287206,10,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2011-04-23,Final,68,roof closed,AL_east,AL
5098,287207,9,PNC Park,Pittsburgh Pirates,Washington Nationals,2011-04-23,Final,67,cloudy,NL_central,NL
5099,287208,12,Citi Field,New York Mets,Arizona Diamondbacks,2011-04-24,Final,75,sunny,NL_east,NL
5100,287209,15,AT&T Park,San Francisco Giants,Atlanta Braves,2011-04-24,Final,59,partly cloudy,NL_west,NL
5101,287210,7,Angel Stadium of Anaheim,Los Angeles Angels,Boston Red Sox,2011-04-24,Final,61,drizzle,AL_west,AL
5102,287211,3,Comerica Park,Detroit Tigers,Chicago White Sox,2011-04-24,Final,51,cloudy,AL_central,AL
5103,287212,3,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,2011-04-24,Final,57,cloudy,NL_central,NL
5104,287213,7,Target Field,Minnesota Twins,Cleveland Indians,2011-04-24,Final,56,partly cloudy,AL_central,AL
5105,287214,9,Land Shark Stadium,Miami Marlins,Colorado Rockies,2011-04-24,Final,83,partly cloudy,NL_east,NL
5106,287215,5,Miller Park,Milwaukee Brewers,Houston Astros,2011-04-24,Final,67,roof closed,NL_central,NL
5107,287216,15,Rangers Ballpark in Arlington,Texas Rangers,Kansas City Royals,2011-04-24,Final,79,cloudy,AL_west,AL
5108,287217,10,Wrigley Field,Chicago Cubs,Los Angeles Dodgers,2011-04-24,Final,48,partly cloudy,NL_central,NL
5109,287218,9,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,2011-04-24,Final,83,partly cloudy,AL_east,AL
5110,287219,7,Safeco Field,Seattle Mariners,Oakland Athletics,2011-04-24,Final,54,roof closed,AL_west,AL
5111,287220,4,PETCO Park,San Diego Padres,Philadelphia Phillies,2011-04-24,Final,71,partly cloudy,NL_west,NL
5112,287221,2,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2011-04-24,Final,68,roof closed,AL_east,AL
5113,287222,9,PNC Park,Pittsburgh Pirates,Washington Nationals,2011-04-24,Final,65,overcast,NL_central,NL
5114,287223,8,PETCO Park,San Diego Padres,Atlanta Braves,2011-04-25,Final,64,clear,NL_west,NL
5115,287224,2,Yankee Stadium,New York Yankees,Chicago White Sox,2011-04-25,Final,61,cloudy,AL_east,AL
5116,287225,14,Miller Park,Milwaukee Brewers,Cincinnati Reds,2011-04-25,Final,66,roof closed,NL_central,NL
5117,287226,8,Wrigley Field,Chicago Cubs,Colorado Rockies,2011-04-25,Final,43,overcast,NL_central,NL
5118,287227,9,Land Shark Stadium,Miami Marlins,Los Angeles Dodgers,2011-04-25,Final,80,partly cloudy,NL_east,NL
5119,287228,5,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2011-04-25,Final,68,clear,AL_west,AL
5120,287229,4,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,2011-04-25,Final,85,clear,NL_west,NL
5121,287230,10,Rangers Ballpark in Arlington,Texas Rangers,Toronto Blue Jays,2011-04-25,Final,81,overcast,AL_west,AL
5122,287231,10,PETCO Park,San Diego Padres,Atlanta Braves,2011-04-26,Final,65,clear,NL_west,NL
5123,287232,5,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2011-04-26,Final,76,partly cloudy,AL_east,AL
5124,287233,5,Yankee Stadium,New York Yankees,Chicago White Sox,2011-04-26,Final,70,partly cloudy,AL_east,AL
5125,287234,5,Miller Park,Milwaukee Brewers,Cincinnati Reds,2011-04-26,Final,70,roof closed,NL_central,NL
5126,287235,7,Wrigley Field,Chicago Cubs,Colorado Rockies,2011-04-26,Final,59,cloudy,NL_central,NL
5127,287236,13,Progressive Field,Cleveland Indians,Kansas City Royals,2011-04-26,Final,74,cloudy,AL_central,AL
5128,287237,6,Land Shark Stadium,Miami Marlins,Los Angeles Dodgers,2011-04-26,Final,82,partly cloudy,NL_east,NL
5129,287238,10,Nationals Park,Washington Nationals,New York Mets,2011-04-26,Final,82,cloudy,NL_east,NL
5130,287239,11,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2011-04-26,Final,69,clear,AL_west,AL
5131,287240,12,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,2011-04-26,Final,85,clear,NL_west,NL
5132,287241,10,Comerica Park,Detroit Tigers,Seattle Mariners,2011-04-26,Final,72,partly cloudy,AL_central,AL
5133,287242,5,PNC Park,Pittsburgh Pirates,San Francisco Giants,2011-04-26,Final,67,overcast,NL_central,NL
5134,287243,11,Minute Maid Park,Houston Astros,St. Louis Cardinals,2011-04-26,Final,73,roof closed,AL_west,AL
5135,287245,13,Rangers Ballpark in Arlington,Texas Rangers,Toronto Blue Jays,2011-04-26,Final,70,partly cloudy,AL_west,AL
5136,287246,7,PETCO Park,San Diego Padres,Atlanta Braves,2011-04-27,Final,74,sunny,NL_west,NL
5137,287247,9,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2011-04-27,Final,77,cloudy,AL_east,AL
5138,287248,4,Yankee Stadium,New York Yankees,Chicago White Sox,2011-04-27,Final,65,cloudy,AL_east,AL
5139,287249,13,Miller Park,Milwaukee Brewers,Cincinnati Reds,2011-04-27,Final,66,roof closed,NL_central,NL
5140,287251,9,Progressive Field,Cleveland Indians,Kansas City Royals,2011-04-27,Final,73,overcast,AL_central,AL
5141,287252,9,Land Shark Stadium,Miami Marlins,Los Angeles Dodgers,2011-04-27,Final,86,partly cloudy,NL_east,NL
5142,287253,9,Nationals Park,Washington Nationals,New York Mets,2011-04-27,Final,73,cloudy,NL_east,NL
5143,287254,3,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2011-04-27,Final,82,sunny,AL_west,AL
5144,287255,12,Chase Field,Arizona Diamondbacks,Philadelphia Phillies,2011-04-27,Final,77,sunny,NL_west,NL
5145,287256,11,Comerica Park,Detroit Tigers,Seattle Mariners,2011-04-27,Final,68,cloudy,AL_central,AL
5146,287257,2,PNC Park,Pittsburgh Pirates,San Francisco Giants,2011-04-27,Final,71,overcast,NL_central,NL
5147,287258,11,Minute Maid Park,Houston Astros,St. Louis Cardinals,2011-04-27,Final,85,clear,AL_west,AL
5148,287259,10,Target Field,Minnesota Twins,Tampa Bay Rays,2011-04-27,Final,40,overcast,AL_central,AL
5149,287260,13,Rangers Ballpark in Arlington,Texas Rangers,Toronto Blue Jays,2011-04-27,Final,68,partly cloudy,AL_west,AL
5150,287261,8,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2011-04-28,Final,78,partly cloudy,AL_east,AL
5151,287262,15,Yankee Stadium,New York Yankees,Chicago White Sox,2011-04-28,Final,63,cloudy,AL_east,AL
5152,287263,13,Chase Field,Arizona Diamondbacks,Chicago Cubs,2011-04-28,Final,90,clear,NL_west,NL
5153,287264,10,Progressive Field,Cleveland Indians,Kansas City Royals,2011-04-28,Final,57,cloudy,AL_central,AL
5154,287265,7,Nationals Park,Washington Nationals,New York Mets,2011-04-28,Final,74,partly cloudy,NL_east,NL
5155,287266,9,Comerica Park,Detroit Tigers,Seattle Mariners,2011-04-28,Final,49,cloudy,AL_central,AL
5156,287267,7,PNC Park,Pittsburgh Pirates,San Francisco Giants,2011-04-28,Final,60,cloudy,NL_central,NL
5157,287268,18,Minute Maid Park,Houston Astros,St. Louis Cardinals,2011-04-28,Final,81,clear,AL_west,AL
5158,287269,18,Target Field,Minnesota Twins,Tampa Bay Rays,2011-04-28,Final,41,overcast,AL_central,AL
5159,287270,7,Rangers Ballpark in Arlington,Texas Rangers,Toronto Blue Jays,2011-04-28,Final,68,sunny,AL_west,AL
5160,287271,13,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,2011-04-29,Final,72,dome,AL_east,AL
5161,287272,14,U.S. Cellular Field,Chicago White Sox,Baltimore Orioles,2011-04-29,Final,53,clear,AL_central,AL
5162,287273,6,Chase Field,Arizona Diamondbacks,Chicago Cubs,2011-04-29,Final,83,clear,NL_west,NL
5163,287274,14,Progressive Field,Cleveland Indians,Detroit Tigers,2011-04-29,Final,51,partly cloudy,AL_central,AL
5164,287275,13,Great American Ball Park,Cincinnati Reds,Miami Marlins,2011-04-29,Final,60,clear,NL_central,NL
5165,287276,5,Minute Maid Park,Houston Astros,Milwaukee Brewers,2011-04-29,Final,75,clear,AL_west,AL
5166,287277,7,Kauffman Stadium,Kansas City Royals,Minnesota Twins,2011-04-29,Final,73,partly cloudy,AL_central,AL
5167,287278,13,Citizens Bank Park,Philadelphia Phillies,New York Mets,2011-04-29,Final,61,overcast,NL_east,NL
5168,287279,3,Coors Field,Colorado Rockies,Pittsburgh Pirates,2011-04-29,Final,53,cloudy,NL_west,NL
5169,287280,5,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2011-04-29,Final,66,clear,NL_west,NL
5170,287281,9,Fenway Park,Boston Red Sox,Seattle Mariners,2011-04-29,Final,70,partly cloudy,AL_east,AL
5171,287282,3,Nationals Park,Washington Nationals,San Francisco Giants,2011-04-29,Final,60,cloudy,NL_east,NL
5172,287283,8,Turner Field,Atlanta Braves,St. Louis Cardinals,2011-04-29,Final,72,clear,NL_east,NL
